workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	46	Admin H1	Mengambil STNK & BPKB		"- Mengucapkan salam ( Salam Satu Hati dan Salam Cuaca )
- Menanyakan kebutuhan konsumen
- Meminta konsumen untuk memeriksa kesesuaian STNK
- Mengonfirmasi data konsumen: nama, alamat, nomor mesin, nomor rangka
- Mengucapkan terima kasih & Salam Satu Hati
Jika ada konsumen yang perlu bantuan sinkronisasi RoadSync Apps : 
- menandai list konsumen yang masih belum berhasil melakukan sinkronisasi (informasi dari PIC CRM)
- Membantu proses sinkronisasi Apps RoadSync saat konsumen mengamil STNK & BPKB
- Apabila konsumen sudah sinkronisasi, admin STNK  mendokumentasi no rangka dan juga Nama Perangkat Bluetooth (dengan format HONDA BTU xxxx) pada Handphone konsumen

- Notes:  untuk dealer piloting penyerahan STNK/BPKB oleh SC, maka yang menyerahkan ke konsumen adalah SC "			B46	DIRECT	C46	DIRECT	D46	SOURCE_BLANK	E46	F46	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	47	PIC CRM	Analisa Data konsumen		"Analisa Data konsumen:
 - Melakukan analisa konsumen untuk repeat order berdasarkan customer profile (migration path & buying cycle) dan atau PDRB/berita terkini/hasil analisa campaign yang sudah pernah ada (koordinasi dengan kacab)
 - Melakukan analisa alasan konsumen mengapa tidak jadi beli (koordinasi dengan kacab)
 - Melakukan analisa konsumen yang akan di undang service (koordinasi dengan kabeng)
 - Melakukan analisa alasan konsumen yang belum kembali service di lokasi near (koordinasi dengan kabeng)
 - Menganalisa data konsumen untuk dilakukan follow up RO yang berada di 1 lokasi dengan BTL activity regular seperti canvassing, pameran, gathering"			B47	DIRECT	C47	DIRECT	D47	SOURCE_BLANK	E47	F47	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	48	PIC CRM	Distribusi Data	Proses CRM H1	"Proses CRM H1
 - Menggunakan data konsumen H1 dan H2 untuk diolah oleh PIC CRM dan menjadi data leads outbond yang akan dibagikan kepada sales force (item ini hanya untuk dealer H123, jika Dealer H1 hanya menggunakan data H1 saja)
  - Melakukan distribusi data konsumen untuk di follow up sales people minimal seminggu sekali
  - Melakukan distribusi data konsumen kepada sales force yang akan melakukan BTL activity regular di lokasi yang sama dengan domisili konsumen agar dapat dilakukan follow up
  - Melakukan sampling dan monitoring terhadap hasil follow up sales people setiap hari
  - Melakukan evaluasi dan review bersama dengan kacab terhadap hasil campaign dan leads setiap bulan
 - Menginformasikan konten promosi kepada Admin CRM untuk di SMS atau WA Blast
 - Memastikan pemrosesan data pribadi konsumen dilakukan sesuai dengan Guidance Honda People Playbook terkait Pelindungan Data Pribadi"			B48	DIRECT	C48	DIRECT	D48	DIRECT	E48	F48	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	49	PIC CRM	Distribusi Data	Proses CRM H2	"Proses CRM H2
 - Melakukan distribusi data leads(service) yang masuk dari berbagai channel digital menggunakan NMS untuk di Follow up salesforce sebelumnya (untuk data H2 Own Dealer)
  - Menggunakan data konsumen H1 dan H2 untuk diolah oleh PIC CRM (item ini hanya untuk dealer H123, jika Dealer H2 hanya menggunakan data H2 saja)
  -Melakukan distribusi data konsumen untuk di follow up admin CRM H2 terkait reminder service
  - Tim AHASS memberikan update terkait list konsumen yang menggunakan booking service,service kunjung,jadwal pos service, dan konsumen yang sudah service kepada admin CRM H2 setiap harinya. 
  - Melakukan monitoring dari hasil follow up admin CRM H2
  - Melakukan review bersama kepala bengkel terkait konsumen yang belum melakukan service setiap bulannya
- Memastikan pemrosesan data pribadi konsumen dilakukan sesuai dengan Guidance Honda People Playbook terkait Pelindungan Data Pribadi"			B49	DIRECT	C49	DIRECT	D49	DIRECT	E49	F49	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	50	PIC CRM	Result & Monitoring		- Melakukan monitoring terhadap hasil follow up, setiap hari melalui Leads Dashboard NMS/NMS Mobile serta melakukan reminder jika terdapat leads yang belum di follow up sales people			B50	DIRECT	C50	DIRECT	D50	SOURCE_BLANK	E50	F50	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	51	Admin CRM H1	Follow up		"Validasi data (maksimal 5 hari kerja setelah pengantaran)
 - Mengucapkan terima kasih atas pembelian motor by call 
 - Menanyakan kritik dan saran (feedback layanan Dealer)
 - Verifikasi data konsumen dan no telp
 - Mengingatkan untuk service KPB melalui booking Customer Apps
 - Menginformasikan fasilitas AHASS (booking service/service kunjung)
 - Menginformasikan kepada konsumen jika ada pertanyaan / keluhan terkait unit dan layanan sepeda motor Honda dapat menghubungi Contact Center Astra Honda Motor (sambil menunjukkan X Banner Contact Center) atau bisa menyampaikan melalui Dealer / AHASS
 - Jika terdapat perubahan data konsumen, maka wajib melakukan update ke sistem NMS
- Memastikan melakukan follow up dan pemrosesan data pribadi sesuai dengan Guidance Honda People Playbook Mengenai Pelindungan Data Pribadi

Untuk konsumen yang gagal sinkronisasi dengan RoadSync Apps : 
- Untuk konsumen yang belum tersinkronisasi (informasi dari Deliveryman), Admin CRM menambahkan point pada saat follow-up untuk menanyakan kendala yang dialami konsumen ketika sinkronisasi. Kemudian Admin CRM akan membantu konsumen dalam proses sinkronisasinya dengan mengirimkan materi penjelasan, dan meminta konsumen untuk mengirimkan dokumentasi Nama Perangkat Bluetooth (dengan format HONDA BTU xxxx) pada Handphone konsumen
- Apabila konsumen tidak bisa dihubungi atau konsumen belum mengirimkan bukti capture Nama Perangkat Bluetooth (dengan format HONDA BTU xxxx) pada Handphone konsumen, maka Admin CRM akan menginfokan Sales People nya.
- Menginformasikan ke Admin STNK, apabila ada konsumen yang butuh di dampingi ketika pengambilan STNK terkait sinkronisasi RoadSync
"	P	P	B51	DIRECT	C51	DIRECT	D51	SOURCE_BLANK	E51	F51	DIRECT
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	52	Admin CRM H1		Reminder Servis KPB 1	"- WA dikirimkan H-30 sebelum jatuh tempo servis untuk KPB 1 
- Menginfokan fasilitas AHASS (seperti booking servis, servis kunjung, dll), dan menginformasikan klaim KPB, benefit dan fitur customer apps"			B52	DIRECT	C52	SOURCE_BLANK	D52	DIRECT	E52	F52	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	53	Kacab Dealer			"- Melakukan morning briefing (evaluasi H-1 dan activity hari ini) setiap hari 
* Minimum item : Perfomance, Prospek, Leads, Program, Status Indent, Pelayanan, Target per tipe, Actvity, dll) "			B53	DIRECT	C53	SOURCE_BLANK	D53	SOURCE_BLANK	E53	F53	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	54	Kacab Dealer	Memutuskan indent		"-Memonitor proses indent secara update (open,close,cancel)
-Menginformasi feedback dari MD terkait indent kepada salespeople untuk ETA (Estimation time arrived)"			B54	DIRECT	C54	DIRECT	D54	SOURCE_BLANK	E54	F54	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	55	Kacab Dealer	Result & Monitoring CRM		"- Review hasil report follow-up data leads melalui NMS/NMS Mobile 
- Mengecek leads & menugaskan PIC CRM untuk membagikan data leads dari NMS ke Salesforce
- Monitoring penggunaan refferal code FLP
- Mengupdate & maintain target prospect dan SPK per FLP, serta monitoring pencapaiannya pada NMS Mobile / Sales Wallboard hardcopy/sistem dealer (NMS), berisi Sales per Sales People daily, weekly, monthly, CoE, info target per tipe per salespeople, Info sales program, 
- Monitoring claim sales program di NMS
- Monitoring rating dan feedback customer pada customer apps bersama admin CRM 
- Jika terdapat Salespeople yang terkendala follow up prospect, PIC/Admin/Kacab dapat memindahkan assignment kepada Salespeople lainnya
- Memastikan semua leads yang masuk melalui channel digital sudah difollow up dan diupdate hasilnya pada NMS"			B55	DIRECT	C55	DIRECT	D55	SOURCE_BLANK	E55	F55	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	56	Kacab Dealer	Discount Approval		- Kacab melakukan monitoring dan approval diskon tambahan yang diajukan Salespeople pada NMS/NMS Mobile			B56	DIRECT	C56	DIRECT	D56	SOURCE_BLANK	E56	F56	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	57	Coordinator Sales Counter	Melakukan negosiasi		"- melakukan monitoring SC dalam pelayanan konsumen , jika waktu pelayanan > 35 - 45 menit maka koor. sc wajib membantu SC dalam meyakinkan konsumen dengan kondisi : 
1. SC tidak perlu melakukan proses handover penjelasan dari awal (Coord SC. melakukan proses shadow)
2. Apabila dalam proses shadow, dirasa sudah akan deal, Coord SC tidak perlu ikut meyakinkan konsumen
3. Coord SC hanya membantu meyakinkan konsumen, dalam proses administrasi dan SPK dikembalikan ke SC 
4. Jika Coord SC sedang melayani kosnumen lain, maka proses ini wajib eskalasi ke Kacab"			B57	DIRECT	C57	DIRECT	D57	SOURCE_BLANK	E57	F57	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	58	Kacab	Melakukan negosiasi		"Membantu SC untuk meyakinkan konsumen, jika waktu pelayanan > 35 - 45 menit, dengan kondisi : 
1. Koord SC sedang melayani konsumen lainnya (eskalasi)
2. Kacab tidak perlu melakukan proses handover penjelasan dari awal (Kacab melakukan proses shadow)
2. Apabila dalam proses shadow, dirasa sudah akan deal,Kacab tidak perlu ikut meyakinkan konsumen
3. Kacab hanya membantu meyakinkan konsumen, dalam proses administrasi dan SPK dikembalikan ke SC"			B58	DIRECT	C58	DIRECT	D58	SOURCE_BLANK	E58	F58	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	59	Admin Warehouse	Menerima dan memeriksa unit dari Main Dealer		"- Memeriksa kesesuaian unit dengan surat jalan dari MD
- Memeriksa kesesuaian KSU (tool kit, buku service)"			B59	DIRECT	C59	DIRECT	D59	SOURCE_BLANK	E59	F59	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	60	Admin Warehouse	Pengiriman unit ke Konsumen		"- Instruksi berdasarkan SPK yang sah
- PDI Unit sudah OK dan pastikan KSU sudah sesuai dengan unit motornya
- Menginformasikan nama, alamat dan nomor kontak konsumen"			B60	DIRECT	C60	DIRECT	D60	SOURCE_BLANK	E60	F60	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	61	Admin Warehouse	Update Data Stock Dealer		"- Dilakukan setiap hari berdasarkan data transaksi penerimaan dan pengiriman unit
- Tanda Serah terima unit dari Main Dealer"			B61	DIRECT	C61	DIRECT	D61	SOURCE_BLANK	E61	F61	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	62	PDI Man		PDI Digital	Memastikan utilisasi PDI Digital digunakan secara maksimal (hardcopy tetap disiapkan untuk keperluan SV)			B62	DIRECT	C62	SOURCE_BLANK	D62	DIRECT	E62	F62	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	63	Admin H1	Mengambil STNK & BPKB		- Melakukan sampling jumlah fisik STNK/BPKB/Plat No yang ada di dealer dibandingkan dengan jumlah data yang yang ada di NMS Document Handling (Exist Good jika jumlahnya sesuai)			B63	DIRECT	C63	DIRECT	D63	SOURCE_BLANK	E63	F63	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	64	Admin Warehouse	Update Data Stock Dealer		- Melakukan sampling jumlah fisik unit yang ada di dealer dibandingkan dengan jumlah data yang yang ada di NMS menu Stock Unit (Exist Good jika jumlahnya sesuai)			B64	DIRECT	C64	DIRECT	D64	SOURCE_BLANK	E64	F64	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	65	SIPEDE			"""- Dealer memiliki min 1. sosial media (fb, ig, tiktok)  & menjalankan activity digital marketing min posting 1 minggu/1x (live streaming & upload konten)

* Exist Not Good : Dealer memiliki SIpede tapi tidak aktif menjalankan activity digital marketing (tidak rutin setiap minggu)
* Not Exist : Tidak memiliki Sipede & tidak menjalankan activtiy digital marketing"""			B65	DIRECT	C65	SOURCE_BLANK	D65	SOURCE_BLANK	E65	F65	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	66	All Roles (Highlight PIC CRM, Sales Force)	Pelindungan Data Pribadi		"- Pengumpulan data pribadi perlu dipastikan terdapat consent yang terisi (Cek SPK / sistem) terkait adanya persetujuan konsumen terhadap penggunaan data, dan kolom kotak nya tercentang. 
- Apabila perlu ada eskalasi, FLP dapat mengarahkan konsumen untuk melakukan request pada contact center AHM melalui customercare@astra-honda.com atau telepon 1-500- 989
- Memastikan link untuk report sheets internal / dashboard  / Linktree sudah terdapat pembatasan akses"			B66	DIRECT	C66	DIRECT	D66	SOURCE_BLANK	E66	F66	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	67	PDI Man	EV Baterai Charger cek		"- Melakukan pairing nomor rangka dan nomor mesin Unit dengan serial number baterai dan charger
- Mengecek kondisi battery apakah bisa di charge atau tidak"			B67	DIRECT	C67	DIRECT	D67	SOURCE_BLANK	E67	F67	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	68	PDI Man	Kebersihan Unit		"- Memastikan unit yang akan dikirimkan ke konsumen sudah bersih dari coretan pabrik
- Menggunakan cairan pembersih yang tidak merusak cat / warna dari unit (diskusikan dengan tim TSD)"			B68	DIRECT	C68	DIRECT	D68	SOURCE_BLANK	E68	F68	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	69	BBC/ BBM/ WSP/ SC/ SM	Membuat perjanjian		Mencatat data prospect dan janji temu di NMS / NMS Mobile (module prospecting)			B69	DIRECT	C69	DIRECT	D69	SOURCE_BLANK	E69	F69	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	70	BBC/ BBM/ WSP/ SC/ SM	Memutuskan pembelian		Mengisi SPK di NMS Mobile dan mengisi data konsumen (form permohonan STNK dan CDB) dengan memastikan adanya persetujuan konsumen terkait customer data consent			B70	DIRECT	C70	DIRECT	D70	SOURCE_BLANK	E70	F70	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	71	Cashier	Melakukan pembayaran		"Melakukan input pembayaran di NMS (modul Billing) berdasarkan sales order yang sudah dibuat 
*note: dealer group memastikan sudah proses dealer group integration"			B71	DIRECT	C71	DIRECT	D71	SOURCE_BLANK	E71	F71	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	72	BBC/ BBM/ WSP/ SC/ SM	Memutuskan pembelian	Pembelian Kredit - Memilih Fincoy	"- Mencatat Order-in ke Fincoy
- Melakukan update status pengajuan leasing ketika approved (PO) atau reject melalui NMS -> dapat digantikan dengan update status pengajuan leasing secara otomatis (bila sudah implementasi Fincoy Integration)"			B72	DIRECT	C72	DIRECT	D72	DIRECT	E72	F72	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	73	Deliveryman	Mendapat konfirmasi pengantaran unit		"- Menerima dokumen BAST yang dicetak melalui NMS
- Jika kondisi dealer untuk update proses pengiriman dilaporkan dari deliveryman ke admin warehouse, maka admin warehouse melakukan pengumpulan tanda Serah terima unit dengan Konsumen dan mengupdate data ke NMS / NMS Mobile"			B73	DIRECT	C73	DIRECT	D73	SOURCE_BLANK	E73	F73	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	74	Admin H1	Mengambil STNK & BPKB		- Melakukan pencatatan dan update data pengurusan dokumen STNK/BPKB/Plat No konsumen pada NMS Document Handling			B74	DIRECT	C74	DIRECT	D74	SOURCE_BLANK	E74	F74	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	75	Admin Warehouse	Update Data Stock Dealer		- Melakukan pencatatan unit inbound di NMS Dealer			B75	DIRECT	C75	DIRECT	D75	SOURCE_BLANK	E75	F75	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	76	PIC CRM	Distribusi Data	Proses CRM H1	Melakukan distribusi data leads yang masuk dari berbagai channel digital menggunakan NMS untuk di Follow up salesforce sebelumnya. Jika terdapat Salespeople yang terkendala follow up prospect, PIC CRM/Admin CRM H1/Kacab dapat memindahkan assignment kepada Salespeople lainnya.			B76	DIRECT	C76	DIRECT	D76	DIRECT	E76	F76	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	4	Kepala Cabang		Training	"SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training"			B4	DIRECT	C4	SOURCE_BLANK	D4	DIRECT	E4	F4	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	5	Kepala Cabang		Training	"f. Seminar Pemilik AHASS 

* Exist Good :   Sudah ikut seminar dan punya sertifikat
* Not Exist :   Belum ikut seminar"			B5	DIRECT	C5	SOURCE_BLANK	D5	DIRECT	E5	F5	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	6	Kepala Cabang		Training	"g. Parts Management Knowledge (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   Sudah ikut training
* Not Exist :   Belum ikut training
* N/A : Apabila masa kerja belum memenuhi"			B6	DIRECT	C6	SOURCE_BLANK	D6	DIRECT	E6	F6	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	7	Kepala Cabang		Sales Tools	"Kepala Cabang memiliki sales tools berupa :
Aplikasi MyHero (berhasil Login)

Ketika menjelaskan konsumen diutamakan menggunakan Aplikasi MyHero (digital)"			B7	DIRECT	C7	SOURCE_BLANK	D7	DIRECT	E7	F7	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	8	Kepala Cabang		Product Knowledge Test	"1. Menanyakan kebutuhan konsumen
2. Mampu memberikan beberapa pilihan rekomendasi produk  min. 2-3 (sesuai kebutuhan konsumen)
3. Dapat menjelaskan konsep/design/fitur produk sesuai kebutuhan konsumen menggunakan metode Power of 3, CFA, SPWA

Alternatif Tipe Produk : Premium Product"			B8	DIRECT	C8	SOURCE_BLANK	D8	DIRECT	E8	F8	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	9	Supervisor		Training	"b. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training"			B9	DIRECT	C9	SOURCE_BLANK	D9	DIRECT	E9	F9	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	10	Supervisor		Sales Tools	"Supervisor memiliki sales tools berupa :
Aplikasi MyHero (berhasil Login)

Ketika menjelaskan konsumen diutamakan menggunakan Aplikasi MyHero (digital)"			B10	DIRECT	C10	SOURCE_BLANK	D10	DIRECT	E10	F10	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 People	11	Wing Sales People, Coodinator Salesman, Salesman, Admin H1/STNK, Cashier		Standard Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 
2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 
3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)
4. Seragam, ketentuan:
Pria
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel/ sneakers warna hitam
Rabu Setelan Seragam 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Rabu Setelan Apparel   (OPTIONAL)
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Seragam
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Kamis Setelan Apparel   (OPTIONAL)
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
Wanita
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Rabu Setelan Seragam
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam/rok hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Rabu Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Seragam
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam/rok hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Kamis Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
5.Atribut  : 
- ID card FLP 
- Tali ID card Honda merah 
- Pin One HEART di dada kiri
- Jam Tangan warna Hitam
6. Aksesories :
Pria : aksesoris tidak berlebihan/ tidak lebih dari 5 titik (ikat pinggang warna hitam, kacamata frame warna hitam, cincin nikah/ gelang/ kalung, kawat gigi)
Wanita : aksesoris tidak berlebihan/ tidak lebih dari 7 titik (anting/ bros untuk yang berhijab, jam tangan warna hitam, kacamata frame warna hitam, cincin nikah, gelang, kalung, kawat gigi)"			B11	DIRECT	C11	SOURCE_BLANK	D11	DIRECT	E11	F11	SOURCE_BLANK
